route,stop_num,name,direction
32Т,13,237,b
32Т,14,249,b
32Т,15,66,b
32Т,16,138,b
32Т,17,214,b
32Т,18,220,b
32Т,19,296,b
32Т,20,198,b
32Т,21,110,b
32Т,22,73,b
33,1,75,f
33,2,255,f
33,3,22,f
33,4,166,f
33,5,19,f
33,6,96,f
33,7,40,f
33,8,187,f
33,9,239,f
33,10,119,f
33,11,73,f
33,12,245,f
33,13,242,f
33,14,110,f
33,15,198,f
33,16,296,f
33,17,220,f
33,18,214,f
33,19,138,f
33,20,41,f
33,21,310,f
33,22,310,b
33,23,41,b
33,24,138,b
33,25,214,b
33,26,220,b
33,27,296,b
33,28,198,b
33,29,110,b
33,30,242,b
33,31,245,b
33,32,73,b
33,33,119,b
33,34,212,b
33,35,187,b
33,36,40,b
33,37,96,b
33,38,53,b
33,39,19,b
33,40,166,b
33,41,22,b
33,42,234,b
33,43,75,b
34,1,110,f
34,2,198,f
34,3,284,f
34,4,285,f
34,5,286,f
34,6,61,f
34,7,135,f
34,8,80,f
34,9,37,f
34,10,74,f
34,11,203,f
34,12,133,f
34,13,133,b
34,14,203,b
34,15,74,b
34,16,37,b
34,17,80,b
34,18,135,b
34,19,61,b
34,20,286,b
34,21,285,b
34,22,284,b
34,23,198,b
34,24,110,b
39,1,272,f
39,2,94,f
39,3,15,f
39,4,293,f
39,5,296,f
39,6,220,f
39,7,214,f
39,8,138,f
39,9,134,f
39,10,66,f
39,11,249,f
39,12,237,f
39,13,295,f
39,14,250,f
39,15,281,f
39,16,146,f
39,17,305,f
39,18,92,f
39,19,206,f
39,20,153,f
39,21,294,f
39,22,175,f
39,23,297,f
39,24,297,b
39,25,175,b
39,26,294,b
39,27,153,b
39,28,206,b
39,29,92,b
39,30,305,b
39,31,146,b
39,32,281,b
39,33,250,b
39,34,237,b
39,35,249,b
39,36,66,b
39,37,134,b
39,38,138,b
39,39,214,b
39,40,220,b
39,41,296,b
39,42,293,b
39,43,15,b
39,44,94,b
39,45,272,b
40,1,85,f
40,2,150,f
40,3,258,f
40,4,236,f
40,5,168,f
40,6,203,f
40,7,74,f
40,8,37,f
40,9,80,f
40,10,277,f
40,11,147,f
40,12,310,f
40,13,107,f
40,14,310,f
40,15,310,f
40,16,41,f
40,17,134,f
40,18,66,f
40,19,249,f
40,20,237,f
40,21,295,f
40,22,250,f
40,23,281,f
40,24,146,f
40,25,305,f
40,26,305,b
40,27,146,b
40,28,281,b
40,29,250,b
40,30,237,b
40,31,249,b
40,32,66,b
40,33,134,b
40,34,41,b
40,35,310,b
40,36,107,b
40,37,310,b
40,38,310,b
40,39,147,b
40,40,277,b
40,41,80,b
40,42,37,b
40,43,74,b
40,44,203,b
40,45,168,b
40,46,236,b
40,47,258,b
40,48,150,b
40,49,85,b
40К,1,85,f
40К,2,150,f
40К,3,258,f
40К,4,236,f
40К,5,168,f
40К,6,203,f
40К,7,74,f
40К,8,37,f
40К,9,80,f
40К,10,277,f
40К,11,147,f
40К,12,310,f
40К,13,107,f
40К,14,310,f
40К,15,41,f
40К,16,138,f
40К,17,214,f
40К,18,220,f
40К,19,296,f
40К,20,293,f
40К,21,15,f
40К,22,94,f
40К,23,272,f
40К,24,272,b
40К,25,94,b
40К,26,15,b
40К,27,293,b
40К,28,296,b
40К,29,220,b
40К,30,214,b
40К,31,138,b
40К,32,41,b
40К,33,310,b
40К,34,107,b
40К,35,310,b
40К,36,147,b
40К,37,277,b
40К,38,80,b
40К,39,37,b
40К,40,74,b
40К,41,203,b
40К,42,168,b
40К,43,236,b
